user_id,item_id,rating
1254281,1014601,
1864745,1010604,
1572247,1008492,
1179593,1020844,
1279211,1004689,
1946133,1027171,
1009095,1097654,
1263087,1014343,
1694491,1024882,
1768491,1009729,
1389466,1051787,
412048,1007610,
802649,1028056,
148947,1092760,
91227,1027931,
482297,1054967,
103754,1007203,
500569,1031853,
915769,1005288,
1389466,1019263,
828542,1036814,
1365745,1097486,
1725629,1022262,
1768491,1005513,
577012,1001373,
740429,1035926,
1572247,1097521,
885848,1019288,
276139,1023356,
1038666,1005880,
1078521,1014692,
1395316,1004445,
284449,1015910,
1694491,1002738,
577012,1099316,
1170121,1098640,
1397990,1043712,
482297,1028635,
621313,1013025,
235712,1029753,
678819,1014009,
828542,1017127,
1844965,1036864,
1433263,1098780,
1054133,1022924,
601567,1019407,
566205,1023236,
1725629,1033398,
113882,1023244,
1572247,1004671,
1325500,1001275,
1170121,1023041,
585873,1007607,
581793,1009001,
1179593,1052200,
566205,1013554,
1768491,1010722,
265803,1097179,
99795,1054175,
279382,1099096,
1263087,1015673,
361277,1025477,
91029,1010740,
828542,1098456,
544585,1028678,
1371985,1098139,
1256784,1031503,
392323,1001478,
948577,1000335,
197496,1028639,
1854922,1026457,
663377,1031012,
1365745,1029675,
1344806,1003902,
482297,1027772,
351557,1000276,
211377,1021106,
1710366,1037956,
1740173,1018742,
1773163,1015028,
351557,1001279,
1380123,1035933,
1678815,1099394,
985544,1044605,
1226229,1016251,
1054133,1097585,
1549405,1043051,
293233,1022382,
351557,1010892,
1225857,1042991,
660146,1098612,
1668096,1029411,
316724,1032976,
1365590,1006854,
242253,1009190,
1550509,1024703,
810315,1006831,
672223,1031518,
303159,1034472,
948577,1003902,
1773163,1026581,
1254281,1070773,
113882,1023637,
469879,1007877,
1768491,1030716,
1263087,1008787,
235712,1049360,
1379172,1028358,
91227,1004850,
985544,1098919,
197496,1043287,
1262101,1035666,
1397990,1041884,
475373,1047123,
835123,1044134,
711933,1021286,
1319952,1097526,
361745,1016758,
1358350,1015765,
1334242,1026251,
1104670,1026012,
1854922,1028174,
1254281,1000462,
1208674,1019802,
415222,1024252,
1208674,1018467,
1884244,1010400,
1668096,1097529,
1641538,1031507,
99795,1006130,
1076915,1027969,
1343084,1033411,
1572247,1034478,
1263087,1098838,
1737194,1048335,
779354,1026455,
621715,1000462,
1067741,1018070,
1823077,1026648,
516113,1027397,
601567,1006055,
1086748,1009549,
203994,1049297,
1714933,1017658,
74407,1014343,
1086748,1010700,
71447,1098193,
1172075,1013220,
422142,1013806,
130494,1029227,
1840475,1044075,
637348,1024602,
211377,1003465,
1844965,1027812,
211377,1012145,
735673,1002256,
74407,1024030,
1743905,1009496,
1107932,1008780,
1769678,1031013,
1488421,1025801,
1602666,1028603,
498624,1098588,
1663159,1030760,
1682869,1022560,
276139,1010897,
1703705,1003688,
265803,1017127,
644811,1014521,
1593420,1033573,
1107932,1029068,
634138,1040692,
316363,1010787,
91029,1023882,
984216,1042272,
1036450,1026767,
207199,1048473,
1769678,1009719,
1740173,1026184,
96520,1097450,
1661402,1023978,
420832,1087642,
915769,1037698,
1885270,1029728,
1596766,1006612,
644811,1001073,
99795,1099019,
276139,1017874,
76592,1000252,
1668096,1010352,
1235184,1053438,
848654,1015673,
1668096,1016251,
1703705,1012395,
595344,1024656,
1884244,1013133,
1054133,1019260,
860670,1004364,
1823077,1033416,
795609,1033337,
1008317,1033833,
1737194,1037066,
1531633,1006561,
1703705,1026012,
1143678,1005547,
1076915,1008970,
1572247,1001400,
1030555,1098703,
516113,1017439,
211377,1007408,
848654,1025438,
415222,1011810,
280337,1001622,
595344,1026490,
1946133,1054628,
511051,1074651,
1290718,1031703,
1115230,1029216,
577012,1012809,
890430,1029719,
303159,1016358,
482297,1014463,
449781,1089503,
293233,1034862,
856145,1017855,
1358133,1046217,
1594747,1019417,
1589353,1017555,
1215289,1021139,
296927,1025005,
835123,1098270,
836928,1021924,
1170121,1031595,
618823,1025438,
779354,1009555,
1567203,1026060,
718369,1003956,
1104670,1012286,
943294,1047827,
542615,1022538,
296927,1021647,
636734,1000335,
1046467,1011918,
1605966,1048335,
1371985,1045353,
480956,1007986,
1395316,1098460,
1277498,1032638,
1290435,1098898,
1371985,1048338,
485728,1024618,
2519,1011623,
608428,1054073,
1690982,1027798,
1596766,1014374,
777962,1070330,
1038013,1012078,
1567705,1008099,
1767054,1025173,
1007473,1020395,
1038013,1026671,
113882,1005409,
1021862,1045024,
795609,1015272,
1235184,1009730,
1884244,1015750,
196056,1015910,
930222,1018262,
784411,1016249,
1402908,1019889,
856145,1040684,
425550,1035002,
1030555,1023194,
795609,1023665,
930222,1098588,
1593420,1006699,
784411,1006316,
420832,1044049,
1550509,1029612,
1008317,1027496,
577908,1053507,
1021862,1036180,
1053869,1006971,
425550,1047054,
1067741,1008970,
533682,1056336,
1143678,1013589,
1589353,1013016,
581793,1027386,
1624940,1017219,
422142,1028732,
561775,1011636,
60779,1033451,
469591,1003926,
1300860,1097490,
1038666,1035111,
779354,1028184,
1389466,1014813,
1559098,1029068,
83970,1030339,
1540753,1097164,
915769,1099189,
577908,1098958,
422142,1024961,
985544,1099173,
1690623,1098902,
1358350,1098460,
392323,1098952,
1226229,1030389,
621715,1044915,
495179,1033041,
1053869,1017644,
816193,1027137,
449781,1013689,
1788864,1010275,
1919099,1009555,
207199,1098050,
279382,1029618,
1156319,1028435,
1226229,1018743,
480956,1031507,
1702827,1025719,
1433263,1026039,
821826,1032224,
637348,1098099,
852665,1015875,
495179,1007532,
1041999,1012012,
1254281,1018537,
950368,1098895,
603929,1024549,
1041999,1026762,
201420,1024052,
336692,1037027,
1710366,1001700,
863315,1006175,
1319952,1024272,
821826,1030233,
83970,1024703,
595344,1038536,
1143678,1012995,
96520,1006179,
848654,1013070,
1279211,1016991,
1290718,1023445,
637348,1020268,
1641538,1019402,
1371985,1021912,
1052970,1033300,
644811,1004524,
860670,1093012,
1917966,1030880,
1559098,1048952,
580407,1013691,
1395316,1001123,
469591,1017717,
1008317,1030790,
561775,1024549,
130494,1005290,
1038666,1000342,
68220,1030410,
1358133,1050331,
1116490,1002476,
1256784,1098988,
580407,1016574,
1225857,1023904,
1076915,1017559,
316363,1023614,
1008317,1008079,
1574482,1012998,
439190,1040711,
1174623,1027743,
1540753,1024526,
1393595,1019512,
1186849,1024846,
1339791,1058876,
636734,1025401,
1256784,1029216,
1794301,1023814,
1885270,1053507,
777962,1008873,
380815,1009865,
885848,1009323,
518455,1001584,
1144797,1098472,
1558919,1025972,
356857,1098481,
33616,1030410,
1264267,1047261,
784411,1099394,
1076915,1024988,
336692,1023356,
1226229,1000853,
316724,1025401,
91029,1013525,
795609,1029443,
637348,1012948,
866873,1002355,
1300860,1008776,
1365590,1024246,
636734,1017864,
602007,1023236,
1596766,1009749,
1458417,1010065,
1143678,1002797,
1519306,1022385,
566205,1048855,
862433,1046764,
380815,1022878,
1060600,1023164,
1567203,1086547,
634138,1033337,
1840475,1004469,
1690623,1036165,
329931,1006175,
203994,1034988,
1935925,1012786,
856145,1006971,
1399663,1001649,
183332,1019560,
740429,1006055,
1116490,1005513,
1465635,1005865,
1661402,1024095,
821826,1012651,
306048,1030992,
1256784,1005807,
1122160,1099046,
1116490,1098836,
531313,1045438,
1325500,1028253,
1555544,1025027,
1740173,1050745,
848654,1029901,
711933,1013111,
1319952,1012993,
835123,1023848,
1520552,1018350,
60779,1008624,
539777,1098395,
1358133,1098668,
361745,1050778,
1263087,1008915,
1800812,1006924,
415222,1040751,
731165,1005481,
91227,1037379,
795609,1033300,
1365745,1001886,
1549405,1034883,
621715,1024006,
637869,1018178,
1567383,1010309,
1365590,1000084,
1402908,1052237,
713291,1013691,
1682869,1021580,
1602666,1018686,
590754,1012543,
1690623,1017358,
663377,1005400,
757345,1002351,
1254281,1027178,
162770,1013350,
366568,1098279,
542615,1053331,
511051,1001279,
450022,1011454,
621313,1023456,
935634,1023065,
660146,1040666,
103754,1024389,
644811,1012809,
856337,1019903,
948577,1009181,
713291,1018620,
1598173,1011871,
1290435,1097451,
94596,1024992,
618823,1015765,
577507,1063326,
906435,1016600,
1530417,1016419,
1550509,1031703,
1186849,1012174,
1773163,1005909,
1371009,1007098,
1703705,1037847,
1067741,1020993,
1215339,1002355,
1530417,1098435,
94596,1020993,
76945,1097351,
533682,1032261,
866873,1008023,
1380123,1020993,
76147,1098208,
1854922,1033237,
1884244,1054175,
553469,1028998,
1364128,1012903,
1885545,1023194,
1459729,1017031,
542615,1033274,
119190,1029227,
618823,1013438,
1006847,1020972,
1743905,1017823,
1343084,1013141,
1917966,1098336,
360237,1032642,
482297,1042768,
595120,1047827,
266853,1027847,
197986,1022808,
897940,1017306,
816193,1007779,
885848,1062238,
1921128,1025280,
595120,1029023,
449781,1022096,
1823077,1017696,
1488421,1044862,
1215339,1033427,
577012,1009139,
1866575,1018599,
672223,1021106,
102967,1024272,
531313,1006511,
1122160,1002582,
1598173,1044498,
187470,1043426,
1549405,1047261,
130494,1006860,
1144797,1003061,
1864383,1026166,
211377,1019038,
1589353,1009214,
862433,1030735,
1186849,1061435,
1803021,1028841,
1767054,1007429,
1593420,1098099,
777962,1015033,
1355941,1025095,
948577,1010259,
1371009,1008404,
1325278,1013176,
777962,1098386,
415222,1040393,
1765508,1098363,
106190,1024538,
279382,1004121,
985544,1052317,
1520552,1029467,
1208674,1021869,
1884244,1008384,
601567,1047584,
1624940,1021515,
1107932,1001527,
1365745,1013343,
33616,1021815,
252677,1022560,
810315,1024629,
1540661,1007326,
542615,1026039,
872414,1029786,
1531633,1032552,
336692,1013625,
416513,1002582,
1690623,1019576,
707912,1001301,
351557,1006316,
1471631,1011336,
1558919,1001606,
1549405,1033577,
60779,1015454,
33616,1058290,
1537107,1000861,
637348,1019875,
1383273,1044050,
420832,1098583,
1740173,1022010,
943294,1011848,
749963,1003522,
852665,1098595,
553469,1006084,
637869,1000669,
196056,1017764,
835123,1098287,
1256784,1028603,
1602666,1025972,
539777,1024052,
1144797,1013568,
482297,1025776,
1767054,1043718,
621715,1046217,
816193,1029833,
1594747,1023244,
860670,1098301,
83761,1001318,
1935925,1018803,
450022,1032866,
542615,1033041,
1256007,1097567,
1295578,1022890,
1499352,1016776,
1156319,1098161,
1300860,1007970,
1788864,1096958,
784411,1099120,
885848,1033458,
316724,1098278,
360237,1024799,
1383273,1017017,
1864224,1004158,
1864383,1018280,
1629449,1023665,
447207,1098958,
848654,1002210,
561775,1002649,
602007,1013786,
595344,1024619,
392323,1012993,
1371985,1005252,
318662,1092760,
1567383,1000252,
1593420,1015673,
1523238,1098280,
476604,1002355,
1256007,1018861,
1290718,1032976,
1585455,1009453,
1946133,1009808,
1854922,1030374,
1116490,1019522,
863315,1003195,
636734,1097206,
1256007,1011918,
539777,1028140,
276139,1098224,
357459,1021869,
866873,1012297,
835123,1098050,
1199811,1044366,
1404831,1022560,
94596,1029025,
356801,1028073,
866873,1041735,
1823077,1026478,
219172,1011486,
1244211,1039675,
53635,1027800,
1394598,1023111,
810315,1017989,
422142,1009453,
336692,1098200,
595168,1013554,
1393595,1098496,
1776889,1096958,
707912,1025039,
1620591,1005073,
516481,1030992,
469591,1028096,
1530417,1002202,
1104670,1063842,
1722332,1045021,
757345,1024639,
1099206,1098139,
637869,1098113,
1334242,1016642,
1555544,1097969,
1343084,1098444,
498624,1028744,
201420,1026693,
585873,1054005,
1935925,1021556,
885350,1007340,
1371985,1024130,
1402908,1036736,
1290718,1007206,
1840475,1008915,
728627,1008400,
731165,1018699,
1567705,1042275,
1380123,1026581,
197986,1020742,
539777,1029107,
916334,1006547,
60635,1048335,
316724,1030713,
1725652,1017864,
601567,1030047,
1395316,1028112,
266853,1011740,
636734,1023376,
664647,1097504,
53787,1022385,
1641997,1015047,
68220,1016790,
127542,1045175,
1895726,1024491,
585873,1097566,
1290718,1016580,
447207,1020051,
777962,1015430,
1768491,1018417,
336692,1098306,
196056,1015430,
1459729,1009167,
1946133,1098397,
1919099,1026557,
860670,1024052,
857472,1098172,
856145,1000195,
577012,1021618,
736309,1039723,
779853,1098988,
1537107,1037066,
60779,1023665,
806979,1009073,
1144797,1048942,
127542,1026707,
265803,1097972,
235712,1010093,
197496,1019925,
60779,1020546,
516481,1030037,
96520,1044978,
1290094,1001434,
96520,1011710,
1623867,1032858,
713291,1048335,
736309,1098237,
1169033,1008384,
856145,1010647,
856337,1002597,
757345,1007441,
1395525,1049618,
96520,1025005,
1921128,1012948,
1471631,1031346,
126527,1026063,
366568,1005938,
631336,1001478,
1765508,1004485,
779354,1035426,
1555544,1045438,
485728,1043363,
647816,1017074,
566205,1097585,
1895726,1098347,
935634,1002389,
990724,1005580,
553469,1032011,
516113,1012809,
316363,1098208,
1419978,1024526,
449781,1019178,
1271331,1024111,
1164004,1053919,
667372,1010276,
990724,1019532,
162770,1039248,
1383273,1029833,
197986,1031384,
1209277,1004963,
126527,1017403,
86038,1097550,
1305548,1001183,
1419978,1012809,
581793,1002876,
736309,1043814,
472125,1030311,
1629449,1018074,
935634,1025167,
170035,1019697,
795233,1029753,
1094849,1052381,
145422,1030666,
1861003,1012499,
1060600,1025438,
416513,1027350,
516481,1017317,
240424,1009073,
672223,1006130,
1299791,1007009,
1635707,1008659,
1864224,1006078,
1215289,1066192,
1690623,1026899,
1208674,1026490,
856145,1020265,
849106,1008099,
1174623,1026011,
1800812,1002544,
1572247,1098139,
815519,1026764,
41553,1097504,
815519,1014831,
1277498,1042453,
1290094,1074651,
835123,1010694,
447207,1000477,
990724,1045303,
71447,1050331,
806979,1021286,
672223,1019894,
608428,1054175,
1296576,1031519,
2519,1024057,
613344,1042686,
672223,1001649,
906435,1064441,
1684065,1097941,
33616,1021411,
1465635,1000909,
793400,1044998,
950368,1021357,
816193,1026459,
1010976,1077556,
9877,1006547,
1885545,1009227,
1499352,1029275,
943294,1007104,
542615,1013213,
1737194,1001123,
412048,1001700,
1737194,1003574,
580407,1029931,
1895726,1096958,
1550509,1013565,
613344,1029025,
749963,1019576,
1048456,1097579,
990724,1027743,
1144797,1017997,
1186849,1003956,
94596,1024269,
590678,1017769,
1235184,1019071,
1597363,1030666,
1394598,1098270,
595120,1022778,
561775,1007626,
595344,1018712,
357459,1017511,
1271331,1003603,
1186849,1033697,
1465635,1053653,
284449,1024407,
1296576,1098172,
1844965,1011724,
779354,1037956,
360237,1023978,
590678,1014091,
890699,1009693,
469879,1010296,
211377,1027881,
1623867,1023848,
894184,1007340,
672035,1031304,
449781,1006699,
527421,1019303,
897940,1017642,
1053869,1029278,
103754,1053333,
644811,1062104,
779853,1027743,
76592,1000477,
37771,1026109,
672223,1037936,
1798742,1027883,
1383273,1002649,
577507,1041884,
1226229,1097498,
1118517,1019547,
715135,1030727,
777962,1098234,
482644,1020680,
440462,1006288,
1290094,1014917,
784411,1002542,
197496,1001138,
357459,1097996,
1199811,1028603,
279382,1005812,
991760,1030141,
890170,1017764,
1802008,1006389,
366568,1017511,
533682,1026251,
1594179,1043814,
1845389,1098757,
984216,1037847,
1060600,1011734,
1366556,1031853,
1866575,1017274,
476604,1098275,
188450,1077556,
1305548,1026782,
91029,1024538,
795233,1031519,
353973,1021556,
60635,1097351,
1206405,1001138,
1099206,1016122,
106190,1043447,
618823,1099173,
1520552,1004468,
1099206,1017474,
1107932,1017566,
1383273,1028195,
1215339,1026122,
103754,1084656,
618823,1014619,
1593420,1027111,
188450,1070831,
634138,1006149,
1203969,1001271,
806979,1031144,
984216,1007607,
857472,1018869,
103754,1021206,
1366556,1092992,
890430,1034472,
810315,1027929,
1767054,1098237,
641586,1098026,
1872799,1019331,
99795,1026083,
658554,1000353,
1158637,1001400,
83970,1054628,
1854922,1007100,
1049094,1033707,
1694491,1007684,
974007,1024523,
1256784,1022925,
802649,1018076,
1304399,1025167,
533682,1021623,
1759740,1043663,
1131143,1023119,
465389,1098799,
647816,1098209,
757345,1025408,
1471631,1009001,
1395525,1014521,
1499352,1004785,
528175,1015161,
658554,1003408,
867702,1002738,
1277498,1023790,
991760,1012078,
1344259,1011871,
806979,1020115,
1290435,1020742,
1777996,1002625,
1048456,1019369,
1144797,1052237,
1767054,1009692,
1567383,1015424,
1058533,1005546,
440462,1012995,
1800812,1099141,
1115230,1043663,
1703705,1002542,
621313,1018798,
356801,1022538,
1465635,1018587,
1060600,1011644,
439190,1034478,
1519306,1052094,
1305548,1012998,
885848,1007723,
1490015,1020742,
74407,1006612,
183782,1010103,
1788864,1022601,
1607738,1020940,
984216,1018861,
1624940,1054172,
621313,1008492,
999704,1024734,
1186849,1027554,
1589353,1098006,
1844965,1039507,
1623867,1008404,
1206296,1021992,
276139,1014091,
219172,1007340,
1861003,1099386,
1519306,1028852,
9286,1010103,
1199811,1027241,
849106,1005547,
37771,1005331,
740429,1006015,
796732,1048124,
1021862,1000199,
76147,1098640,
1712519,1009168,
1518599,1033041,
527421,1098275,
848654,1001180,
1072434,1003537,
1656418,1041927,
1131143,1000353,
570058,1016600,
1290094,1013542,
1537107,1099173,
636734,1017439,
641586,1022085,
552699,1030385,
119190,1002686,
1334242,1023111,
439190,1000454,
1174623,1031384,
862433,1012814,
796732,1048943,
107323,1014635,
950368,1016181,
777724,1027598,
148947,1029764,
577507,1025977,
1490015,1015386,
1546242,1013412,
678819,1006535,
1846193,1053653,
1174623,1017829,
119190,1041512,
1225857,1018138,
1620591,1011180,
1823077,1012723,
570058,1038925,
1629449,1051105,
802649,1026063,
1072434,1024346,
91227,1020524,
999704,1098992,
1183051,1013638,
1058533,1049618,
516113,1029023,
1094849,1001682,
1767054,1022924,
1892977,1015493,
1714933,1040692,
360237,1098239,
1046467,1004689,
94596,1021580,
1471631,1013586,
1710366,1037730,
885848,1012903,
495102,1029719,
1009095,1028153,
127542,1032866,
542615,1015805,
1610041,1027718,
795233,1020524,
667372,1033577,
1710366,1003216,
197986,1014678,
1397990,1018342,
718369,1034904,
1935925,1017176,
1299791,1021826,
1761950,1097661,
672035,1043366,
1845389,1097613,
631336,1025027,
1030555,1049770,
433917,1098445,
613344,1004159,
731165,1031021,
1846193,1017439,
35092,1013151,
731165,1043376,
1663159,1005481,
890699,1031793,
511347,1028964,
802649,1029483,
1358133,1023814,
1256007,1023904,
935634,1006442,
1879949,1098576,
1300278,1099693,
577908,1009073,
450022,1009168,
777724,1043388,
275466,1028253,
779354,1008485,
613344,1098099,
1663488,1003627,
578260,1017511,
1838964,1042197,
356801,1098453,
302925,1034988,
777962,1014009,
1295578,1017823,
828542,1098109,
1549405,1015424,
760204,1006067,
1702827,1025681,
433917,1010209,
1620591,1032683,
1845389,1031061,
201420,1017685,
102967,1098440,
148947,1098612,
713291,1032473,
1183051,1097164,
891951,1022543,
821826,1018743,
1115230,1041735,
795233,1008202,
880411,1024629,
316724,1017645,
1036018,1041371,
1596269,1043736,
1271331,1027929,
500569,1003380,
1540753,1022814,
60635,1025173,
495102,1098275,
279382,1098395,
452800,1029834,
415222,1023878,
1864383,1030251,
480956,1018712,
1823077,1083997,
490864,1053349,
958969,1021689,
1041999,1033656,
203835,1027361,
1769678,1098051,
566205,1098304,
1235184,1053407,
1641997,1019512,
1861003,1018705,
891951,1005881,
1072434,1098168,
1838964,1030933,
1703091,1028521,
15105,1003423,
1844965,1032861,
968077,1050945,
552699,1023677,
415222,1000905,
1483166,1005881,
1279211,1052200,
326758,1049770,
35092,1003407,
1226786,1028195,
1115230,1029091,
664647,1003063,
1094849,1098314,
244683,1009453,
1490015,1039046,
1800812,1029489,
280337,1017074,
524541,1098889,
